id,year,mag,magType,energy_proxy_J
usp000h5m6,2010,6.1,mwb,89125093813374.4
usp000h5mt,2010,5.8,mwc,31622776601683.793
usp000h5na,2010,5.7,mwb,22387211385683.47
usp000h5nd,2010,6.6,mwc,501187233627271.44
usp000h5np,2010,7.1,mwc,2818382931264449.0
usp000h5pg,2010,5.6,mwc,15848931924611.11
usp000h5q5,2010,5.8,mwc,31622776601683.793
usp000h5ra,2010,6.8,mwc,1000000000000000.0
usp000h5rn,2010,6.8,mwc,1000000000000000.0
usp000h5rx,2010,6.0,mwc,63095734448019.43
usp000h5sy,2010,5.7,mwb,22387211385683.47
usp000h5t4,2010,5.6,mwc,15848931924611.11
usp000h5t7,2010,5.6,mwc,15848931924611.11
usp000h5tt,2010,5.6,mwc,15848931924611.11
usp000h5vu,2010,6.2,mwc,125892541179417.14
nc71338066,2010,6.5,mw,354813389233576.06
usp000h5zw,2010,5.5,mwb,11220184543019.652
usp000h60h,2010,7.0,mwc,1995262314968882.8
usp000h60j,2010,6.0,mwc,63095734448019.43
usp000h61b,2010,5.6,mwc,15848931924611.11
usp000h61c,2010,5.6,mwc,15848931924611.11
usp000h61z,2010,5.8,mwc,31622776601683.793
usp000h62t,2010,5.5,mwc,11220184543019.652
usp000h62w,2010,5.8,mwc,31622776601683.793
usp000h63w,2010,5.8,mwc,31622776601683.793
usp000h641,2010,5.5,mwc,11220184543019.652
usp000h655,2010,5.9,mwc,44668359215096.53
usp000h659,2010,5.7,mwc,22387211385683.47
usp000h65y,2010,5.6,mwc,15848931924611.11
usp000h677,2010,5.5,mwc,11220184543019.652
usp000h67y,2010,5.6,mwb,15848931924611.11
usp000h684,2010,5.7,mwc,22387211385683.47
usp000h68a,2010,6.3,mwc,177827941003892.28
usp000h693,2010,5.6,mwc,15848931924611.11
usp000h69z,2010,5.9,mwc,44668359215096.53
usp000h6a0,2010,5.5,mwc,11220184543019.652
usp000h6a2,2010,5.7,mwb,22387211385683.47
usp000h6ay,2010,5.6,mwc,15848931924611.11
usp000h6bt,2010,5.9,mwc,44668359215096.53
usp000h6d2,2010,5.9,mwc,44668359215096.53
usp000h6e0,2010,5.5,mwb,11220184543019.652
usp000h6eg,2010,5.6,mwb,15848931924611.11
usp000h6j3,2010,5.5,mwc,11220184543019.652
usp000h6jk,2010,5.5,mwb,11220184543019.652
usp000h6ju,2010,5.6,mwb,15848931924611.11
usp000h6kk,2010,5.5,mwb,11220184543019.652
usp000h6mc,2010,5.6,mwc,15848931924611.11
usp000h6md,2010,5.9,mwb,44668359215096.53
usp000h6ph,2010,5.8,mwc,31622776601683.793
usp000h6pm,2010,5.9,mwc,44668359215096.53
usp000h6q8,2010,5.9,mwb,44668359215096.53
usp000h6rp,2010,5.8,mwc,31622776601683.793
usp000h6rx,2010,5.5,mwc,11220184543019.652
usp000h6s6,2010,5.6,mwc,15848931924611.11
usp000h6sx,2010,5.6,mwc,15848931924611.11
usp000h6v7,2010,6.2,mwc,125892541179417.14
usp000h6ye,2010,5.6,mwc,15848931924611.11
nc71348851,2010,5.88,mw,41686938347033.63
usp000h6z1,2010,6.2,mwc,125892541179417.14
usp000h705,2010,6.0,mwc,63095734448019.43
usp000h70x,2010,5.5,mwc,11220184543019.652
usp000h71c,2010,6.3,mwc,177827941003892.28
usp000h721,2010,5.6,mwc,15848931924611.11
usp000h72b,2010,5.9,mwc,44668359215096.53
usp000h72f,2010,5.6,mwc,15848931924611.11
usp000h73d,2010,5.7,mwc,22387211385683.47
usp000h73e,2010,6.1,mwc,89125093813374.4
usp000h74t,2010,5.5,mwb,11220184543019.652
usp000h766,2010,5.5,mwc,11220184543019.652
usp000h76j,2010,5.8,mwc,31622776601683.793
usp000h76q,2010,5.5,mwc,11220184543019.652
usp000h77d,2010,5.8,mwc,31622776601683.793
usp000h785,2010,6.1,mwb,89125093813374.4
usp000h7bg,2010,6.2,mwc,125892541179417.14
usp000h7dc,2010,5.9,mwb,44668359215096.53
usp000h7dn,2010,6.9,mwb,1412537544622761.2
usp000h7f9,2010,5.8,mwc,31622776601683.793
usp000h7gr,2010,5.5,mwc,11220184543019.652
usp000h7j7,2010,5.7,mwc,22387211385683.47
usp000h7j9,2010,6.0,mwc,63095734448019.43
usp000h7jb,2010,5.6,mwc,15848931924611.11
usp000h7je,2010,5.5,mwc,11220184543019.652
usp000h7mb,2010,5.6,mwc,15848931924611.11
usp000h7np,2010,5.7,mwc,22387211385683.47
usp000h7pq,2010,5.6,mwc,15848931924611.11
usp000h7pt,2010,5.5,mwc,11220184543019.652
usp000h7q6,2010,5.7,mwc,22387211385683.47
usp000h7qu,2010,7.0,mwc,1995262314968882.8
official20100227063411530_30,2010,8.8,mww,1e+18
usp000h7sq,2010,7.4,mwc,7943282347242854.0
iscgem600697919,2010,5.99,mw,60953689724016.94
usp000h7yb,2010,6.3,mwc,177827941003892.28
usp000h7z8,2010,6.1,mwb,89125093813374.4
usp000h7zx,2010,6.2,mwc,125892541179417.14
usp000h808,2010,5.8,mwc,31622776601683.793
usp000h81s,2010,5.9,mwb,44668359215096.53
usp000h81x,2010,5.7,mwc,22387211385683.47
usp000h82j,2010,5.9,mwb,44668359215096.53
usp000h85w,2010,5.6,mwb,15848931924611.11
usp000h86y,2010,6.2,mwb,125892541179417.14
usp000h89r,2010,5.9,mwb,44668359215096.53
usp000h8be,2010,5.7,mwb,22387211385683.47
usp000h8fk,2010,5.8,mwc,31622776601683.793
usp000h8fw,2010,5.5,mwc,11220184543019.652
usp000h8j5,2010,5.6,mwc,15848931924611.11
usp000h8mn,2010,6.1,mwc,89125093813374.4
usp000h8mx,2010,5.8,mwc,31622776601683.793
usp000h8nd,2010,6.3,mwc,177827941003892.28
usp000h8nh,2010,6.0,mwc,63095734448019.43
usp000h8pu,2010,6.5,mwb,354813389233576.06
usp000h8qr,2010,6.3,mwb,177827941003892.28
usp000h8rk,2010,6.1,mwc,89125093813374.4
usp000h8rt,2010,6.6,mwb,501187233627271.44
usp000h8s3,2010,6.8,mwc,1000000000000000.0
usp000h8u4,2010,5.5,mwc,11220184543019.652
usp000h8u8,2010,5.7,mwc,22387211385683.47
usp000h8vq,2010,6.3,mwc,177827941003892.28
usp000h8wc,2010,5.9,mwc,44668359215096.53
usp000h8x1,2010,6.1,mwc,89125093813374.4
usp000h8xh,2010,5.6,mwc,15848931924611.11
usp000h8xu,2010,6.1,mwb,89125093813374.4
usp000h8yu,2010,5.8,mwc,31622776601683.793
usp000h90k,2010,5.8,mwc,31622776601683.793
usp000h92q,2010,5.6,mwc,15848931924611.11
usp000h93z,2010,5.6,mwc,15848931924611.11
usp000h94t,2010,6.9,mwc,1412537544622761.2
usp000h94v,2010,7.0,mwc,1995262314968882.8
usp000h95z,2010,5.6,mwc,15848931924611.11
usp000h98u,2010,5.8,mwb,31622776601683.793
usp000h99d,2010,5.5,mwb,11220184543019.652
usp000h99t,2010,5.9,mwc,44668359215096.53
usp000h9ae,2010,5.8,mwc,31622776601683.793
usp000h9ap,2010,5.6,mwb,15848931924611.11
usp000h9as,2010,5.8,mwc,31622776601683.793
usp000h9br,2010,6.4,mwb,251188643150959.25
usp000h9cg,2010,6.5,mwc,354813389233576.06
usp000h9cx,2010,5.5,mwc,11220184543019.652
usp000h9dd,2010,5.6,mwb,15848931924611.11
usp000h9dj,2010,5.8,mwc,31622776601683.793
usp000h9dp,2010,5.6,mwc,15848931924611.11
usp000h9eg,2010,6.2,mwc,125892541179417.14
usp000h9fs,2010,6.7,mwc,707945784384140.2
usp000h9fv,2010,5.9,mwc,44668359215096.53
usp000h9gd,2010,5.8,mwc,31622776601683.793
usp000h9m5,2010,5.6,mwc,15848931924611.11
usp000h9mk,2010,5.6,mwb,15848931924611.11
usp000h9p8,2010,5.5,mwc,11220184543019.652
usp000h9ra,2010,6.6,mwc,501187233627271.44
usp000h9rp,2010,5.6,mwb,15848931924611.11
usp000h9tf,2010,5.5,mwb,11220184543019.652
usp000h9vc,2010,5.9,mwb,44668359215096.53
usp000h9x3,2010,5.7,mwc,22387211385683.47
usp000h9yk,2010,6.0,mwc,63095734448019.43
usp000ha05,2010,5.7,mwc,22387211385683.47
usp000ha0a,2010,6.3,mwb,177827941003892.28
usp000ha33,2010,5.7,mwc,22387211385683.47
usp000ha3d,2010,6.0,mwb,63095734448019.43
usp000ha3f,2010,5.6,mwc,15848931924611.11
usp000ha4n,2010,5.7,mwc,22387211385683.47
usp000ha59,2010,6.6,mwc,501187233627271.44
usp000ha75,2010,5.6,mwb,15848931924611.11
usp000ha96,2010,6.0,mwc,63095734448019.43
usp000habn,2010,5.6,mwc,15848931924611.11
ci14607652,2010,7.2,mw,3981071705534985.5
ci31957759,2010,5.7,mw,22387211385683.47
usp000hahs,2010,6.2,mww,125892541179417.14
usp000hana,2010,5.8,mwc,31622776601683.793
usp000hat0,2010,7.8,mwc,3.162277660168379e+16
usp000havw,2010,6.0,mwc,63095734448019.43
usp000hb2t,2010,5.8,mwb,31622776601683.793
usp000hb3k,2010,5.8,mwc,31622776601683.793
usp000hb4h,2010,5.5,mwb,11220184543019.652
usp000hb4q,2010,6.0,mwb,63095734448019.43
usp000hb5h,2010,5.8,mwc,31622776601683.793
usp000hb6a,2010,6.9,mwc,1412537544622761.2
usp000hb7n,2010,6.3,mwc,177827941003892.28
usp000hb8p,2010,5.7,mwc,22387211385683.47
usp000hbba,2010,5.5,mwc,11220184543019.652
usp000hbbt,2010,6.9,mwc,1412537544622761.2
usp000hbc2,2010,6.1,mwc,89125093813374.4
usp000hbf4,2010,5.6,mwc,15848931924611.11
usp000hbfk,2010,5.7,mwc,22387211385683.47
usp000hbgx,2010,5.7,mwb,22387211385683.47
usp000hbh2,2010,5.7,mwc,22387211385683.47
usp000hbjk,2010,5.5,mwc,11220184543019.652
usp000hbjw,2010,6.2,mwc,125892541179417.14
usp000hbk2,2010,5.6,mwc,15848931924611.11
usp000hbm3,2010,5.6,mwb,15848931924611.11
usp000hbmk,2010,5.6,mwc,15848931924611.11
usp000hbre,2010,6.1,mwc,89125093813374.4
usp000hbtp,2010,6.0,mwc,63095734448019.43
usp000hbug,2010,6.0,mwc,63095734448019.43
usp000hbwg,2010,5.6,mwb,15848931924611.11
usp000hbws,2010,6.5,mwc,354813389233576.06
usp000hbzc,2010,5.6,mwc,15848931924611.11
usp000hc3a,2010,5.8,mwc,31622776601683.793
usp000hc4u,2010,6.5,mwc,354813389233576.06
usp000hc4v,2010,6.3,mwc,177827941003892.28
usp000hc7j,2010,5.9,mwb,44668359215096.53
usp000hc8w,2010,6.1,mwc,89125093813374.4
usp000hc92,2010,5.5,mwb,11220184543019.652
usp000hc9m,2010,6.3,mwc,177827941003892.28
usp000hcbj,2010,5.9,mwc,44668359215096.53
usp000hcbx,2010,6.5,mwc,354813389233576.06
usp000hcc1,2010,5.7,mwc,22387211385683.47
usp000hccn,2010,6.2,mwc,125892541179417.14
usp000hcde,2010,5.8,mwc,31622776601683.793
usp000hced,2010,5.6,mwb,15848931924611.11
usp000hcf0,2010,5.5,mwb,11220184543019.652
usp000hcfv,2010,5.9,mwc,44668359215096.53
usp000hcg2,2010,5.7,mwc,22387211385683.47
usp000hchk,2010,7.2,mwc,3981071705534985.5
usp000hcst,2010,5.7,mwb,22387211385683.47
usp000hct7,2010,5.8,mwb,31622776601683.793
usp000hctm,2010,5.8,mwc,31622776601683.793
usp000hcxh,2010,6.0,mwb,63095734448019.43
usp000hcxv,2010,6.0,mwc,63095734448019.43
usp000hcxy,2010,6.0,mwc,63095734448019.43
usp000hcyh,2010,5.6,mwc,15848931924611.11
usp000hcyw,2010,5.9,mwb,44668359215096.53
usp000hczt,2010,5.9,mwc,44668359215096.53
usp000hd18,2010,5.7,mwb,22387211385683.47
usp000hd3r,2010,6.1,mwc,89125093813374.4
usp000hd4k,2010,6.5,mwc,354813389233576.06
usp000hd5b,2010,5.5,mwc,11220184543019.652
usp000hd5e,2010,6.3,mwc,177827941003892.28
usp000hd6j,2010,6.5,mwc,354813389233576.06
usp000hd84,2010,7.2,mwc,3981071705534985.5
usp000hd8v,2010,6.1,mwc,89125093813374.4
usp000hd9c,2010,5.8,mwc,31622776601683.793
usp000hdaw,2010,5.8,mwc,31622776601683.793
usp000hddw,2010,6.0,mwc,63095734448019.43
usp000hde8,2010,6.5,mwc,354813389233576.06
usp000hdem,2010,6.0,mwc,63095734448019.43
usp000hdf9,2010,5.6,mwb,15848931924611.11
usp000hdfd,2010,5.7,mwc,22387211385683.47
usp000hdfx,2010,5.9,mwb,44668359215096.53
usp000hdg9,2010,5.9,mwc,44668359215096.53
usp000hdgp,2010,5.6,mwc,15848931924611.11
usp000hdgx,2010,5.6,mwc,15848931924611.11
usp000hdh0,2010,5.5,mwc,11220184543019.652
usp000hdm1,2010,5.5,mwc,11220184543019.652
usp000hdsf,2010,6.0,mwb,63095734448019.43
usp000hdsq,2010,5.6,mwb,15848931924611.11
usp000hduj,2010,5.8,mwb,31622776601683.793
usp000hdut,2010,5.7,mwb,22387211385683.47
usp000hduu,2010,5.5,mwc,11220184543019.652
usp000hdwb,2010,7.5,mwc,1.1220184543019652e+16
usp000hdx3,2010,5.9,mwc,44668359215096.53
ci14745580,2010,5.71,mw,23173946499684.703
usp000he3a,2010,5.6,mwb,15848931924611.11
usp000he3d,2010,6.2,mwb,125892541179417.14
usp000he3f,2010,7.0,mwc,1995262314968882.8
usp000he3n,2010,6.6,mwc,501187233627271.44
usp000he6x,2010,6.0,mwb,63095734448019.43
usp000he7r,2010,6.2,mwc,125892541179417.14
usp000he8q,2010,5.9,mwc,44668359215096.53
usp000heay,2010,5.6,mwc,15848931924611.11
usp000hed6,2010,5.8,mwb,31622776601683.793
usp000heey,2010,5.5,mwb,11220184543019.652
usp000hef3,2010,6.1,mwb,89125093813374.4
usp000hej3,2010,6.7,mwc,707945784384140.2
usp000hejb,2010,5.9,mwc,44668359215096.53
usp000hemk,2010,5.6,mwc,15848931924611.11
usp000hen8,2010,5.8,mwc,31622776601683.793
usp000henr,2010,5.8,mwc,31622776601683.793
usp000hep7,2010,5.5,mwc,11220184543019.652
usp000hepk,2010,5.5,mwc,11220184543019.652
usp000heqb,2010,6.4,mwb,251188643150959.25
usp000heqj,2010,6.3,mwc,177827941003892.28
usp000hesf,2010,5.8,mwc,31622776601683.793
usp000het5,2010,6.3,mwc,177827941003892.28
usp000hevz,2010,5.7,mwc,22387211385683.47
usp000heww,2010,6.3,mwc,177827941003892.28
usp000hezn,2010,5.9,mwc,44668359215096.53
usp000hf19,2010,5.8,mwc,31622776601683.793
usp000hf3f,2010,5.6,mwc,15848931924611.11
usp000hf3t,2010,6.3,mwc,177827941003892.28
usp000hf3w,2010,5.7,mwc,22387211385683.47
usp000hf5z,2010,6.3,mwb,177827941003892.28
usp000hf8g,2010,5.7,mwc,22387211385683.47
usp000hf8z,2010,6.6,mwc,501187233627271.44
usp000hf99,2010,5.6,mwc,15848931924611.11
usp000hf9k,2010,5.8,mwc,31622776601683.793
usp000hfcn,2010,5.5,mwb,11220184543019.652
usp000hfd1,2010,5.6,mwc,15848931924611.11
usp000hfdm,2010,6.7,mwc,707945784384140.2
usp000hfka,2010,6.9,mwc,1412537544622761.2
usp000hfku,2010,7.3,mwc,5623413251903491.0
usp000hfq4,2010,6.0,mwb,63095734448019.43
usp000hfuq,2010,5.7,mwc,22387211385683.47
usp000hfus,2010,5.5,mwc,11220184543019.652
usp000hg6s,2010,5.8,mwc,31622776601683.793
usp000hg73,2010,6.3,mwc,177827941003892.28
usp000hg74,2010,5.8,mwc,31622776601683.793
usp000hg7d,2010,5.6,mwc,15848931924611.11
usp000hg7k,2010,5.5,mwc,11220184543019.652
usp000hgaq,2010,6.1,mwc,89125093813374.4
usp000hgeq,2010,6.1,mwc,89125093813374.4
usp000hgmd,2010,7.3,mwc,5623413251903491.0
usp000hgmh,2010,7.6,mwc,1.5848931924611108e+16
usp000hgmq,2010,7.5,mwc,1.1220184543019652e+16
usp000hgnj,2010,6.6,mwc,501187233627271.44
usp000hgrb,2010,5.9,mwc,44668359215096.53
usp000hgsn,2010,5.6,mwb,15848931924611.11
usp000hgvb,2010,5.6,mwc,15848931924611.11
usp000hgvd,2010,5.6,mwb,15848931924611.11
usp000hgx5,2010,5.5,mwc,11220184543019.652
usp000hgyx,2010,5.6,mwc,15848931924611.11
usp000hh3f,2010,6.6,mwc,501187233627271.44
usp000hh4n,2010,6.3,mwc,177827941003892.28
usp000hh4v,2010,5.5,mwc,11220184543019.652
usp000hh5e,2010,5.5,mwc,11220184543019.652
usp000hh5v,2010,5.5,mwc,11220184543019.652
usp000hh7q,2010,5.5,mwc,11220184543019.652
usp000hhbp,2010,5.8,mwb,31622776601683.793
usp000hhe9,2010,6.3,mwc,177827941003892.28
usp000hhf1,2010,5.6,mwc,15848931924611.11
usp000hhfd,2010,6.0,mwc,63095734448019.43
usp000hhfk,2010,6.5,mwc,354813389233576.06
usp000hhfu,2010,5.5,mwc,11220184543019.652
usp000hhg7,2010,6.4,mwc,251188643150959.25
usp000hhhx,2010,7.0,mww,1995262314968882.8
usp000hhj5,2010,6.0,mwc,63095734448019.43
usp000hhjy,2010,5.9,mwc,44668359215096.53
usp000hhn3,2010,5.5,mwc,11220184543019.652
usp000hhrx,2010,5.5,mwc,11220184543019.652
usp000hhuc,2010,7.3,mwc,5623413251903491.0
usp000hhue,2010,5.9,mwr,44668359215096.53
usp000hhx6,2010,5.9,mwc,44668359215096.53
usp000hhxk,2010,5.9,mwc,44668359215096.53
usp000hhz5,2010,5.5,mwc,11220184543019.652
usp000hhzx,2010,5.5,mwc,11220184543019.652
usp000hj05,2010,7.1,mwc,2818382931264449.0
usp000hj1u,2010,5.5,mwc,11220184543019.652
usp000hj2j,2010,6.9,mwc,1412537544622761.2
usp000hj31,2010,5.6,mwc,15848931924611.11
usp000hj3z,2010,6.2,mwc,125892541179417.14
usp000hj5g,2010,5.6,mwc,15848931924611.11
usp000hj5p,2010,5.6,mwc,15848931924611.11
usp000hj6r,2010,6.6,mwc,501187233627271.44
usp000hj75,2010,5.5,mwc,11220184543019.652
usp000hj78,2010,5.5,mwc,11220184543019.652
usp000hj8s,2010,6.3,mwb,177827941003892.28
usp000hj9t,2010,6.3,mwc,177827941003892.28
usp000hjaf,2010,6.2,mwb,125892541179417.14
usp000hjda,2010,6.3,mwc,177827941003892.28
usp000hjfs,2010,5.5,mwc,11220184543019.652
usp000hjh9,2010,6.1,mwc,89125093813374.4
usp000hjj7,2010,5.9,mwb,44668359215096.53
usp000hjm2,2010,5.6,mwc,15848931924611.11
usp000hjm4,2010,5.5,mwc,11220184543019.652
usp000hjmy,2010,5.5,mwb,11220184543019.652
usp000hjp2,2010,6.2,mwc,125892541179417.14
usp000hjuq,2010,5.8,mwc,31622776601683.793
usp000hjvq,2010,5.5,mwc,11220184543019.652
usp000hjwf,2010,5.5,mwc,11220184543019.652
usp000hk2x,2010,5.5,mwc,11220184543019.652
usp000hk37,2010,5.7,mwc,22387211385683.47
usp000hk3k,2010,6.5,mwc,354813389233576.06
usp000hk46,2010,7.0,mwc,1995262314968882.8
usp000hk69,2010,5.5,mwc,11220184543019.652
usp000hk6w,2010,6.1,mwb,89125093813374.4
usp000hk79,2010,5.5,mwc,11220184543019.652
usp000hkaf,2010,5.6,mwc,15848931924611.11
usp000hkb0,2010,5.5,mwb,11220184543019.652
usp000hkbh,2010,5.7,mwc,22387211385683.47
usp000hkc4,2010,5.5,mwc,11220184543019.652
usp000hkd6,2010,5.5,mwc,11220184543019.652
usp000hkdh,2010,6.3,mwc,177827941003892.28
usp000hkdu,2010,5.5,mwc,11220184543019.652
usp000hkes,2010,5.6,mwc,15848931924611.11
usp000hkew,2010,6.3,mwc,177827941003892.28
usp000hkfb,2010,5.5,mwc,11220184543019.652
usp000hkg9,2010,6.2,mwb,125892541179417.14
usp000hkjn,2010,5.8,mwc,31622776601683.793
usp000hkk2,2010,5.8,mwc,31622776601683.793
usp000hknj,2010,5.8,mwb,31622776601683.793
usp000hknm,2010,5.9,mwb,44668359215096.53
usp000hkqt,2010,5.6,mwb,15848931924611.11
usp000hkt4,2010,5.8,mwb,31622776601683.793
usp000hkv7,2010,6.3,mwb,177827941003892.28
usp000hm20,2010,5.7,mwb,22387211385683.47
usp000hm39,2010,5.6,mwc,15848931924611.11
usp000hm3j,2010,5.6,mwc,15848931924611.11
usp000hm4h,2010,5.5,mwb,11220184543019.652
usp000hm79,2010,5.6,mwb,15848931924611.11
usp000hm7a,2010,6.0,mwc,63095734448019.43
usp000hm7n,2010,5.8,mwb,31622776601683.793
usp000hm7x,2010,5.5,mwb,11220184543019.652
usp000hm8k,2010,5.9,mwc,44668359215096.53
usp000hmb0,2010,5.5,mwb,11220184543019.652
usp000hmbq,2010,7.0,mwc,1995262314968882.8
usp000hmcc,2010,5.8,mwb,31622776601683.793
usp000hmcj,2010,5.5,mwc,11220184543019.652
usp000hmcp,2010,5.6,mwc,15848931924611.11
usp000hmd8,2010,5.8,mwc,31622776601683.793
usp000hmg5,2010,5.5,mwb,11220184543019.652
usp000hmh9,2010,5.5,mwc,11220184543019.652
usp000hmjv,2010,5.5,mwb,11220184543019.652
usp000hmkj,2010,6.3,mwb,177827941003892.28
usp000hmpq,2010,5.7,mwb,22387211385683.47
usp000hmrb,2010,6.4,mwc,251188643150959.25
usp000hmrk,2010,6.0,mwc,63095734448019.43
usp000hms5,2010,5.7,mwc,22387211385683.47
usp000hmsx,2010,6.2,mwc,125892541179417.14
usp000hmvg,2010,5.8,mwb,31622776601683.793
usp000hmxq,2010,5.5,mwc,11220184543019.652
usp000hn0t,2010,5.9,mwc,44668359215096.53
usp000hn0z,2010,5.9,mwb,44668359215096.53
usp000hn3m,2010,5.6,mwc,15848931924611.11
usp000hn5w,2010,5.6,mwb,15848931924611.11
usp000hn60,2010,5.9,mwb,44668359215096.53
usp000hn66,2010,5.9,mwb,44668359215096.53
usp000hnak,2010,5.9,mwc,44668359215096.53
usp000hnam,2010,5.9,mwb,44668359215096.53
usp000hnax,2010,5.8,mwc,31622776601683.793
usp000hnbu,2010,5.9,mwc,44668359215096.53
usp000hnc5,2010,5.5,mwc,11220184543019.652
usp000hncm,2010,6.7,mwc,707945784384140.2
usp000hne0,2010,5.8,mwb,31622776601683.793
usp000hnea,2010,5.6,mwc,15848931924611.11
usp000hnef,2010,5.8,mwc,31622776601683.793
usp000hnek,2010,5.5,mwb,11220184543019.652
usp000hnhx,2010,5.8,mwc,31622776601683.793
usp000hnj4,2010,7.8,mwc,3.162277660168379e+16
usp000hnjs,2010,6.3,mwc,177827941003892.28
usp000hnk6,2010,5.9,mwc,44668359215096.53
usp000hnkg,2010,5.6,mwc,15848931924611.11
usp000hnpe,2010,5.6,mwc,15848931924611.11
usp000hnpg,2010,5.8,mwc,31622776601683.793
usp000hntb,2010,6.4,mwc,251188643150959.25
usp000hnum,2010,5.8,mwc,31622776601683.793
usp000hnvd,2010,5.5,mwb,11220184543019.652
usp000hnwa,2010,5.6,mwc,15848931924611.11
usp000hnwk,2010,5.8,mwc,31622776601683.793
usp000hnx8,2010,5.5,mwc,11220184543019.652
usp000hnxu,2010,5.5,mwb,11220184543019.652
usp000hny4,2010,5.5,mwc,11220184543019.652
usp000hnyy,2010,6.0,mwc,63095734448019.43
usp000hnzg,2010,6.1,mwc,89125093813374.4
usp000hnzp,2010,5.5,mwc,11220184543019.652
usp000hp57,2010,5.8,mwc,31622776601683.793
usp000hp8q,2010,5.6,mwb,15848931924611.11
usp000hpc0,2010,6.5,mwc,354813389233576.06
usp000hpc9,2010,5.5,mwc,11220184543019.652
usp000hpcw,2010,5.7,mwc,22387211385683.47
usp000hpe5,2010,5.6,mwc,15848931924611.11
usp000hpee,2010,5.5,mwb,11220184543019.652
usp000hpfw,2010,5.8,mwb,31622776601683.793
usp000hpj1,2010,5.5,mwb,11220184543019.652
usp000hpmm,2010,5.5,mwc,11220184543019.652
usp000hpqk,2010,5.9,mwb,44668359215096.53
usp000hprw,2010,5.5,mwc,11220184543019.652
usp000hpt2,2010,5.9,mwc,44668359215096.53
usp000hpvg,2010,5.7,mwb,22387211385683.47
usp000hpx8,2010,6.0,mwc,63095734448019.43
usp000hpxr,2010,5.6,mwb,15848931924611.11
usp000hpz7,2010,5.9,mwb,44668359215096.53
usp000hq00,2010,6.1,mwc,89125093813374.4
usp000hq53,2010,5.5,mwc,11220184543019.652
usp000hq5d,2010,5.8,mwb,31622776601683.793
usp000hq6a,2010,5.7,mwc,22387211385683.47
usp000hq7a,2010,5.7,mwb,22387211385683.47
usp000hqaw,2010,6.8,mwc,1000000000000000.0
usp000hqb3,2010,5.5,mwc,11220184543019.652
usp000hqbw,2010,5.7,mwc,22387211385683.47
usp000hqcd,2010,5.6,mwc,15848931924611.11
usp000hqd4,2010,6.1,mwc,89125093813374.4
usp000hqdx,2010,6.6,mwb,501187233627271.44
usp000hqjh,2010,5.9,mwb,44668359215096.53
usp000hqjz,2010,5.7,mwb,22387211385683.47
usp000hqm1,2010,5.9,mwc,44668359215096.53
usp000hqm2,2010,5.7,mwc,22387211385683.47
usp000hqmn,2010,5.8,mwb,31622776601683.793
usp000hqnd,2010,6.3,mwc,177827941003892.28
usp000hqnh,2010,5.9,mwc,44668359215096.53
usp000hqnn,2010,5.5,mwc,11220184543019.652
usp000hqpa,2010,5.5,mwb,11220184543019.652
usp000hqrv,2010,5.5,mwc,11220184543019.652
usp000hqt3,2010,5.6,mwb,15848931924611.11
usp000hqv3,2010,5.6,mwc,15848931924611.11
usp000hqvf,2010,6.2,mwc,125892541179417.14
usp000hqvw,2010,5.7,mwc,22387211385683.47
usp000hqyf,2010,6.0,mwc,63095734448019.43
usp000hr19,2010,5.5,mwc,11220184543019.652
usp000hr2z,2010,5.6,mwc,15848931924611.11
usp000hr45,2010,5.9,mwc,44668359215096.53
usp000hr7a,2010,5.9,mwc,44668359215096.53
usp000hr7g,2010,5.7,mwb,22387211385683.47
usp000hr7k,2010,6.7,mwc,707945784384140.2
usp000hr88,2010,5.6,mwb,15848931924611.11
usp000hr94,2010,5.8,mwb,31622776601683.793
usp000hr97,2010,7.4,mwc,7943282347242854.0
usp000hrdk,2010,5.6,mwc,15848931924611.11
usp000hrky,2010,6.4,mwc,251188643150959.25
usp000hrpy,2010,6.4,mwc,251188643150959.25
usp000hrqk,2010,5.5,mwc,11220184543019.652
usp000hrsd,2010,5.9,mwb,44668359215096.53
usp000hrw0,2010,7.3,mwc,5623413251903491.0
usp000hrxu,2010,5.6,mwb,15848931924611.11
usp000hrzt,2010,6.0,mwb,63095734448019.43
usp000hs2h,2010,5.5,mwc,11220184543019.652
usp000hs4q,2010,5.6,mwc,15848931924611.11
usp000hs50,2010,5.5,mwc,11220184543019.652
usp000hs6h,2010,6.3,mwc,177827941003892.28
usp000hs82,2010,6.4,mwc,251188643150959.25
usp000hsa4,2010,5.5,mwc,11220184543019.652
usp000hsaa,2010,5.6,mwb,15848931924611.11
usp000hsc9,2010,5.5,mwc,11220184543019.652
usp000hsdc,2011,7.0,mww,1995262314968882.8
iscgem16394566,2011,5.78,mw,29512092266663.78
usp000hsfe,2011,5.7,mwb,22387211385683.47
usp000hsfq,2011,7.2,mww,3981071705534985.5
usp000hshp,2011,5.6,mwc,15848931924611.11
usp000hskf,2011,5.6,mwc,15848931924611.11
usp000hskt,2011,6.1,mww,89125093813374.4
usp000hspc,2011,5.5,mwc,11220184543019.652
usp000hspg,2011,5.5,mwc,11220184543019.652
usp000hsqz,2011,5.6,mwc,15848931924611.11
usp000hst4,2011,6.5,mww,354813389233576.06
usp000hstp,2011,5.7,mwc,22387211385683.47
usp000hstv,2011,5.5,mwb,11220184543019.652
usp000hsua,2011,6.1,mww,89125093813374.4
