d_train,alpha_evaluation,gap,spectrum_slope
0.9146023794499246,2.1719039349042015,0.2573015554542768,-0.1693088635719506
0.6697439156061269,2.2079030998343665,0.5381591842282396,-0.13864745518890045
0.8766850267569162,2.398786524373251,0.5221014976163347,-0.43741812482737463
0.8917246192661192,2.2112927467160857,0.31956812744996643,-0.14630697190800576
0.935271318437243,2.2491224307365423,0.3138511122992993,-0.32561529723940574
0.7032480396030028,2.2324054020441633,0.5291573624411605,-0.2391461954005372
0.780217698106964,2.159333859594808,0.379116161487844,-0.1156775289983073
0.9029986636071555,2.2840564635554665,0.3810577999483109,-0.6397729749721833
0.8278412582882043,2.2563304476648023,0.42848918937659786,-0.4384981272859059
0.6931232913802319,2.3818430573348888,0.6887197659546569,
0.8389753792021701,2.2801921706920822,0.4412167914899121,-0.592045984095384
0.9570101672874449,2.27186885258791,0.3148586853004651,-0.3065227369061511
0.9259902749713899,2.159086599245949,0.2330963242745594,-0.059202427102162794
0.7861705696471528,2.2567474193708428,0.47057684972368996,-0.17087809349833524
0.8061998390256232,2.3098212333434067,0.5036213943177836,-0.3788824584467868
0.8662580409625602,2.1407684394321747,0.27451039846961445,-0.18021712372512266
0.880014122056191,2.332293303231521,0.45227918117533017,-0.2781639895901712
0.8240789920582717,2.278406157605127,0.4543271655468555,-0.25800674235300514
0.7737114482537629,2.4160256997219807,0.6423142514682176,-0.45861464988837364
0.8683267901037451,2.1972109717780466,0.32888418167430133,-0.04996223597312454
1.0323981157105402,2.3201070678573887,0.28770895214684855,-0.18479749825815683
0.9038423530528589,2.256199019369427,0.35235666631656803,-0.31012430965055554
0.7299706992717122,2.2839524052385882,0.5539817059668759,-0.2740835290620868
0.7952510555510724,2.1715400200012533,0.3762889644501808,-0.11718293975714708
1.004207513560045,2.3000391134051106,0.2958315998450656,-0.27527433074564517
0.8567992561143851,2.2023537564203446,0.34555450030595947,-0.2597431420658236
0.7174188498652329,2.251617660092138,0.5341988102269051,-0.43914300469711864
0.7314524505272969,2.045200448164695,0.31374799763739825,-0.011156883629286973
0.9197566372122206,2.36920013901408,0.44944350180185944,-0.4407247750547641
0.7795679340788269,2.4106683308632766,0.6311003967844497,-0.4911221549319917
0.943294685443262,2.094789130119403,0.15149444467614082,-0.029629637778157004
0.7992900652958186,2.3105144738638868,0.5112244085680682,-0.24085303887931306
0.6875600474057186,2.109823411161874,0.42226336375615525,-0.10709604322746649
0.7921435924615419,2.243405717049404,0.4512621245878621,-0.6656065237527468
0.866313617548593,2.218455492698105,0.352141875149512,-0.17291033164084937
0.7584493562780763,2.3314470536466354,0.5729976973685591,-0.2723455012692223
0.958528315833352,2.3200912095410176,0.3615628937076656,-0.3237173709266464
0.813817483766561,2.1458879388576486,0.33207045509108757,-0.10950086843683987
0.9584260887421303,2.1655874045998855,0.2071613158577552,-0.24291120597512972
0.8502016769322712,2.3551962592212217,0.5049945822889503,
0.8778066026994278,2.1829774370555812,0.30517083435615344,-0.2988295178300658
0.8555315417533427,2.269202673300421,0.41367113154707846,-0.4587098215540814
0.9495443089455189,2.2161639219092644,0.2666196129637455,-0.2386073923248672
0.8431299337927141,2.2323663616160165,0.3892364278233025,-0.24882089346938546
0.8021328932531523,2.3712947720256796,0.5691618787725274,-0.4691277735240862
0.8872754470717201,2.2530486222198167,0.3657731751480966,-0.40898365809036974
0.8090835735541851,2.234020443900599,0.4249368703464138,-0.28121677309066795
1.0237880644876856,2.37601563850726,0.3522275740195746,
0.9778394203822438,2.2581935378352194,0.28035411745297556,-0.3093453127046201
0.8633891143359644,2.2329367069340664,0.369547592598102,-0.1926249039472315
1.0273591193814264,2.3330109120216993,0.30565179264027287,-0.27327268614553407
0.7494573115138689,2.371782625609703,0.6223253140958342,-0.4279889733358293
0.8324614761498565,2.2234969952832806,0.39103551913342405,-0.28711197588587123
0.9626429506215979,2.306451442189401,0.34380849156780324,-0.42234810570657805
0.9048413735771645,2.231707231142045,0.3268658575648806,-0.21612852175490996
0.8235981349160844,2.2547851834915384,0.4311870485754541,-0.312518726710082
0.9119289365075176,2.2135266056728344,0.30159766916531683,-0.22118784290778973
0.983662920698726,2.3012267413441547,0.31756382064542876,
0.9369485951347302,2.110838247652775,0.1738896525180449,-0.12691840117548547
1.1241456491243573,2.2331813489114323,0.10903569978707495,-0.14740774171363255
0.9215581170951033,2.2142029189122328,0.2926448018171295,-0.30380743265747795
0.7650549021169217,2.2787614707684,0.5137065686514783,-0.17197014707851224
0.8663831488221134,2.1038545219046276,0.2374713730825142,-0.1749659237357325
0.8937364206337035,2.2858345183206374,0.39209809768693393,-0.3701720880299245
0.8810129681964379,2.2831549486846088,0.40214198048817096,-0.31695356838063066
1.0539992981813657,2.1341705052421016,0.08017120706073588,-0.15482406685363484
0.831748954283014,2.234909339022046,0.40316038473903193,-0.42449504017824463
0.9417983086813467,2.3273228435003905,0.3855245348190439,-0.23816894145942027
1.0903199323217694,2.382962380500941,0.2926424481791716,-0.34630430022821446
1.110756517822233,2.1240073958299286,0.013250878007695643,-0.04312692051811568
0.8898313193792149,2.1182356788903975,0.22840435951118265,-0.09765337867796667
0.7757323144302675,2.324826057992718,0.5490937435624506,-0.4093013514803452
0.9570742348711097,2.225448995242505,0.2683747603713953,-0.18841574172415343
0.7464035587590668,2.1880201416822604,0.4416165829231935,-0.177076865491744
0.8948011573834918,2.409279000200693,0.5144778428172012,-0.43837169412805527
0.840852046221711,2.238449813806751,0.3975977675850402,-0.1851354722778328
0.7757103204541448,2.2421168000520395,0.46640647959789483,-0.40659214369788826
0.9906220026872967,2.198814319530115,0.20819231684281814,-0.16157809816285107
0.7545607292923038,2.216852639757463,0.46229191046515905,-0.21792961591470028
0.8027311398202829,2.214411421072475,0.4116802812521918,-0.09794161945517114
0.9060594502278511,2.2691039925201,0.36304454229224925,-0.49045721677194587
0.9097050417732294,2.2347604399092225,0.32505539813599293,-0.25720897786118546
0.91295219595958,2.2403466498533535,0.32739445389377364,-0.2020887726230915
1.0318991921208849,2.291258559937455,0.2593593678165702,-0.43316540005307863
0.9089803473907998,2.2923566675480034,0.3833763201572036,-0.3512320235582563
0.9315661424404325,2.2379667685551397,0.3064006261147072,-0.3977428495436151
0.9059413955822997,2.1552251368598387,0.24928374127753905,-0.22433577882693842
0.8608211985976588,2.2956105688455946,0.43478937024793574,-0.3426162222039793
0.9865725755968866,2.187411774837531,0.20083919924064442,-0.15232287440664952
0.9211397414057126,2.2654453080939922,0.3443055666882797,-0.31695759380540645
